車両形式,エンジン位置・駆動軸位置,全長,全幅,全高,ホイールベース,最低地上高,車両重量(kg),定員(名),車名,グレード,エンジンサイクル,使用燃料,気筒数配置,弁機構,総排気量(cc),最高出力(kw),最大トルク(Nm),燃料タンク容量(?),トランスミッション,タイヤ規格,10・15モード燃費(km/?),最小回転半径(m),東京標準現金価格(円),タイプ,外観写真,運転席写真
KGJ10,FF,2985,1680,1500,2000,135,890,4,iQ,100X (CVT),4G,R,直3,DOHC,996,50,90,32,CVT,175/65R15,23.0,3.9,1400000 ,コンパクト,iq_ov.jpg,iq_drv.jpg
KGJ10,FF,2985,1680,1500,2000,135,890,4,iQ,100G (CVT),4G,R,直3,DOHC,996,50,90,32,CVT,175/65R15,23.0,3.9,1500000 ,コンパクト,iq_ov.jpg,iq_drv.jpg
NGJ10,FF,2985,1680,1500,2000,135,950,4,iQ,130G (CVT),4G,R,直4,DOHC,1329,69,118,32,CVT,175/65R15,23.0,3.9,1600000 ,コンパクト,iq_ov.jpg,iq_drv.jpg
NGJ10,FF,3000,1680,1500,2000,135,950,4,iQ,130G レザーパッケージ (CVT),4G,R,直4,DOHC,1329,69,118,32,CVT,170/60R16,23.0,3.9,1700000 ,コンパクト,iq_ov.jpg,iq_drv.jpg
NGJ10,FF,3000,1680,1500,2000,135,950,4,iQ,130G → (ゴー) (6MT),4G,R,直4,DOHC,1329,69,118,32,MT,170/60R16,23.5,3.9,1650000 ,コンパクト,iq_ov.jpg,iq_drv.jpg
KGC10,FF,3600,1665,1535,2440,160,900,5,パッソ,1.0X Fパッケージ （4AT）,4G,R,直3,DOHC,996,52,94,40,EAT,155/80R13,21.5,4.3,1123500 ,コンパクト,passo_ov.jpg,passo_drv.jpg
KGC10,FF,3630,1665,1550,2440,160,900,5,パッソ,1.0 Racy （4AT）,4G,R,直3,DOHC,996,52,94,40,EAT,175/65R14,21.5,4.3,1281000 ,コンパクト,passo_ov.jpg,passo_drv.jpg
QNC10,FF,3600,1665,1550,2440,160,930,5,パッソ,1.3G Fパッケージ （4AT）,4G,R,直4,DOHC,1297,66,123,40,EAT,175/65R14,18.0,4.7,1228500 ,コンパクト,passo_ov.jpg,passo_drv.jpg
QNC10,FF,3630,1665,1550,2440,160,940,5,パッソ,1.3 Racy （4AT）,4G,R,直3,DOHC,996,52,94,38,EAT,175/65R14,18.0,4.7,1407000 ,コンパクト,passo_ov.jpg,passo_drv.jpg
KGC150,4WD,3600,1665,1535,2440,160,940,5,パッソ,1.3G Fパッケージ 4WD （4AT）,4G,R,直3,DOHC,996,52,94,38,EAT,175/65R14,18.4,4.7,1354500 ,コンパクト,passo_ov.jpg,passo_drv.jpg
KGC30,FF,3640,1665,1535,2440,140,910,5,パッソ,1.0X Vパッケージ （CVT）,4G,R,直3,DOHC,996,51,92,40,CVT,155/80R13,22.5,4.3,1000000 ,コンパクト,,
KGC30,FF,3640,1665,1535,2440,140,910,5,パッソ,1.0X （CVT）,4G,R,直3,DOHC,996,51,92,40,CVT,155/80R13,22.5,4.3,1090000 ,コンパクト,,
KGC30,FF,3650,1665,1535,2440,140,910,5,パッソ,1.0 + Hana （CVT）,4G,R,直3,DOHC,996,51,92,40,CVT,165/70R14,22.5,4.7,1295000 ,コンパクト,,
KGC30,FF,3640,1665,1535,2440,140,940,5,パッソ,1.3G （CVT）,4G,R,直4,DOHC,1329,70,121,40,CVT,165/70R14,21.0,4.7,1325000 ,コンパクト,,
KGC30,FF,3650,1665,1535,2440,140,940,5,パッソ,1.3 + Hana （CVT）,4G,R,直4,DOHC,1329,70,121,40,CVT,165/70R14,21.0,4.7,1470000 ,コンパクト,,
KGC35,4WD,3640,1665,1535,2440,140,970,5,パッソ,1.0X 4WD （CVT）,4G,R,直3,DOHC,996,51,92,40,CVT,155/80R13,19.2,4.3,1258000 ,コンパクト,,
KSP90,FF,3785,1695,1520,2460,145,990,5,ヴィッツ,1.0B （CVT）,4G,R,直3,DOHC,996,52,94,42,CVT,165/70R14,22.0,4.4,1071000 ,コンパクト,vitz_ov.jpg,vitz_drv.jpg
KSP90,FF,3785,1695,1520,2460,145,990,5,ヴィッツ,1.0F （CVT）,4G,R,直4,DOHC,996,52,94,42,CVT,165/70R14,22.0,4.4,1176000 ,コンパクト,vitz_ov.jpg,vitz_drv.jpg
SCP90,FF,3785,1695,1520,2460,145,1020,5,ヴィッツ,1.3F （CVT）,4G,R,直4,DOHC,1296,64,116,42,CVT,165/70R14,19.6,4.4,1239000 ,コンパクト,vitz_ov.jpg,vitz_drv.jpg
SCP90,FF,3785,1695,1520,2460,145,1030,5,ヴィッツ,1.3U （CVT）,4G,R,直4,DOHC,1296,64,116,42,CVT,185/60R15,19.6,4.7,1407000 ,コンパクト,vitz_ov.jpg,vitz_drv.jpg
SCP90,FF,3800,1695,1520,2460,145,1020,5,ヴィッツ,1.3RS （CVT）,4G,R,直4,DOHC,1296,64,116,42,CVT,185/60R15,19.6,4.7,1417500 ,コンパクト,vitz_ov.jpg,vitz_drv.jpg
NCP91,FF,3785,1695,1520,2460,145,1060,5,ヴィッツ,1.5U （CVT）,4G,R,直4,DOHC,1496,81,141,42,CVT,185/60R15,18.6,4.7,1470000 ,コンパクト,vitz_ov.jpg,vitz_drv.jpg
NCP91,FF,3800,1695,1520,2460,145,1040,5,ヴィッツ,1.5RS （5MT）,4G,R,直4,DOHC,1496,81,141,42,MT,195/50R16,17.6,5.5,1638000 ,コンパクト,vitz_ov.jpg,vitz_drv.jpg
NCP95,4WD,3785,1695,1540,2460,125,1110,5,ヴィッツ,1.3I'II 4WD （4AT）,4G,R,直4,DOHC,1298,64,120,42,EAT,165/70R14,16.0,4.7,1638000 ,コンパクト,vitz_ov.jpg,vitz_drv.jpg
NCP95,4WD,3785,1695,1540,2460,125,1110,5,ヴィッツ,1.3U 4WD （4AT）,4G,R,直4,DOHC,1298,64,120,42,EAT,185/60R15,16.0,4.7,1575000 ,コンパクト,vitz_ov.jpg,vitz_drv.jpg
NSP130,FF,3885,1595,1500,2610,140,1000,5,ヴィッツ,F スマートストップパッケージ (CVT),4G,R,直4,DOHC,1329,70,121,42,CVT,165/70R14,26.5,4.5,1350000 ,コンパクト,,
NSP130,FF,3885,1595,1500,2610,140,890,5,ヴィッツ,F (CVT),4G,R,直4,DOHC,1329,70,121,42,CVT,165/70R14,24.0,4.5,1290000 ,コンパクト,,
KSP130,FF,3885,1595,1500,2610,140,970,5,ヴィッツ,F M パッケージ (CVT),4G,R,直3,DOHC,996,51,92,42,CVT,165/70R14,23.0,4.5,1060000 ,コンパクト,,
NCP131,FF,3885,1595,1500,2610,140,1040,5,ヴィッツ,U (CVT),4G,R,直4,DOHC,1436,80,133,42,CVT,175/65R15,20.0,4.7,1600000 ,コンパクト,,
NSP130,FF,3885,1595,1500,2610,140,890,5,ヴィッツ,ジュエラ (CVT),4G,R,直4,DOHC,1329,70,121,42,CVT,165/70R14,24.0,4.5,1360000 ,コンパクト,,
NCP131,FF,3885,1595,1500,2610,140,1030,5,ヴィッツ,RS （5MT）,4G,R,直4,DOHC,1496,80,133,42,MT,195/50R16,18.0,5.6,1720000 ,コンパクト,,
NCP131,FF,3885,1595,1500,2610,140,1030,5,ヴィッツ,RS C パッケージ （CVT）,4G,R,直4,DOHC,1496,80,133,42,CVT,195/50R16,20.0,5.6,1600000 ,コンパクト,,
SCP100,FF,3955,1695,1640,2550,155,1120,5,ラクティス,1.3X （CVT）,4G,R,直4,DOHC,1296,64,116,42,CVT,175/60R16,18.4,4.9,1386000 ,コンパクト,ractis_ov.jpg,ractis_drv.jpg
SCP100,FF,3955,1695,1640,2550,155,1130,5,ラクティス,1.3X Lパッケージ （CVT）,4G,R,直4,DOHC,1296,64,116,42,CVT,175/60R16,18.4,4.9,1512000 ,コンパクト,ractis_ov.jpg,ractis_drv.jpg
NCP100,FF,3955,1695,1640,2550,155,1140,5,ラクティス,1.5G （CVT）,4G,R,直4,DOHC,1496,81,141,42,M-CVT,175/60R16,18.0,4.9,1512000 ,コンパクト,ractis_ov.jpg,ractis_drv.jpg
NCP100,FF,3955,1695,1640,2550,155,1180,5,ラクティス,1.5G Lパノラマパッッケージ （CVT）,4G,R,直4,DOHC,1496,81,141,42,M-CVT,175/60R16,18.0,4.9,1785000 ,コンパクト,ractis_ov.jpg,ractis_drv.jpg
NCP100,FF,3955,1695,1640,2550,155,1150,5,ラクティス,1.5G Sパッッケージ （CVT）,4G,R,直4,DOHC,1496,81,141,42,M-CVT,175/60R16,18.0,4.9,1722000 ,コンパクト,ractis_ov.jpg,ractis_drv.jpg
NCP105,4WD,3955,1695,1640,2550,135,1210,5,ラクティス,1.5G Lパッッケージ 4WD （4AT）,4G,R,直4,DOHC,1496,77,138,42,EAT,175/60R16,14.8,4.9,1701000 ,コンパクト,ractis_ov.jpg,ractis_drv.jpg
QNC20,FF,3800,1690,1635,2540,150,1060,5,bB,1.3S Qバージョン （4AT）,4G,R,直4,DOHC,1297,68,123,40,EAT,185/55R15,16.4,4.9,1617000 ,コンパクト,bb_ov.jpg,bb_drv.jpg
QNC21,FF,3800,1690,1635,2540,150,1070,5,bB,1.5Z Xバージョン （4AT）,4G,R,直4,DOHC,1495,80,141,40,EAT,185/55R15,16.0,4.9,1648500 ,コンパクト,bb_ov.jpg,bb_drv.jpg
QNC25,4WD,3785,1690,1635,2540,150,1100,5,bB,1.3Z 4WD （4AT）,4G,R,直4,DOHC,1297,68,123,38,EAT,175/65R14,15.2,4.9,1606500 ,コンパクト,bb_ov.jpg,bb_drv.jpg
QNC25,4WD,3800,1690,1635,2540,150,1120,5,bB,1.3Z Xバージョン 4WD （4AT）,4G,R,直4,DOHC,1297,68,123,38,EAT,185/55R15,15.2,4.9,1795500 ,コンパクト,bb_ov.jpg,bb_drv.jpg
QNC25,4WD,3800,1690,1635,2540,150,1120,5,bB,1.3Z Qバージョン 4WD （4AT）,4G,R,直4,DOHC,1297,68,123,38,EAT,185/55R15,15.2,4.9,1869000 ,コンパクト,bb_ov.jpg,bb_drv.jpg
QNC20,FF,3795,1690,1635,2540,150,1040,5,bB,1.3S （4AT）,4G,R,直4,DOHC,1297,68,123,40,EAT,175/65R14,15.2,4.9,1370000 ,コンパクト,,
QNC21,FF,3795,1690,1635,2540,150,1050,5,bB,1.5Z （4AT）,4G,R,直4,DOHC,1495,80,141,40,EAT,175/65R14,16.4,4.9,1465000 ,コンパクト,,
QNC21,FF,3795,1690,1635,2540,150,1070,5,bB,1.5Z エアロパッケージ （4AT）,4G,R,直4,DOHC,1495,80,141,40,EAT,185/55R15,16.0,4.9,1655000 ,コンパクト,,
QNC25,4WD,3795,1690,1635,2540,150,1100,5,bB,1.3S 4WD （4AT）,4G,R,直4,DOHC,1297,68,123,40,EAT,175/65R14,15.2,4.9,1538000 ,コンパクト,,
NCP110,FF,3930,1725,1525,2460,165,1150,5,イスト,150G （CVT） ,4G,R,直4,DOHC,1496,80,138,42,CVT,195/60R16,18.0,5.5,1845000 ,コンパクト,ist_ov.jpg,ist_drv.jpg
NCP110,FF,3930,1725,1525,2460,165,1150,5,イスト,150X （CVT） ,4G,R,直4,DOHC,1496,80,138,42,CVT,195/60R16,18.0,5.5,1735000 ,コンパクト,ist_ov.jpg,ist_drv.jpg
NCP115,4WD,3930,1725,1540,2460,145,1210,5,イスト,150G 4WD （CVT） ,4G,R,直4,DOHC,1496,76,132,42,CVT,195/60R16,16.6,5.5,1995000 ,コンパクト,ist_ov.jpg,ist_drv.jpg
NCP115,4WD,3930,1725,1540,2460,145,1210,5,イスト,150X 4WD （CVT） ,4G,R,直4,DOHC,1496,76,132,42,CVT,195/60R16,16.6,5.5,1869000 ,コンパクト,ist_ov.jpg,ist_drv.jpg
ZSP110,FF,3930,1725,1525,2460,165,1170,5,イスト,180G （CVT） ,4G,R,直4,DOHC,1797,97,172,42,EAT,195/60R16,15.4,5.5,1890000 ,コンパクト,ist_ov.jpg,ist_drv.jpg
NNP10,FF,3990,1690,1720,2600,150,1090,5,ポルテ,130i （4AT）,4G,R,直4,DOHC,1298,64,121,45,EAT,175/70R14,16.4,5.1,1396000 ,コンパクト,porte_ov.jpg,porte_drv.jpg
NNP11,FF,3990,1690,1720,2600,150,1110,5,ポルテ,150r （4AT）,4G,R,直4,DOHC,1496,80,141,45,EAT,175/70R14,16.0,5.1,1596000 ,コンパクト,porte_ov.jpg,porte_drv.jpg
NNP11,FF,3990,1690,1720,2600,150,1110,5,ポルテ,150r Gパッッケージ （4AT）,4G,R,直4,DOHC,1496,80,141,45,EAT,175/70R14,16.0,5.1,1648500 ,コンパクト,porte_ov.jpg,porte_drv.jpg
NNP15,4WD,3990,1690,1720,2600,135,1200,5,ポルテ,150i 4WD （4AT）,4G,R,直4,DOHC,1496,77,138,45,EAT,175/70R14,14.6,5.1,1606500 ,コンパクト,porte_ov.jpg,porte_drv.jpg
NCZ20,FF,4045,1690,1535,2500,150,1140,5,ラウム,（4AT）,4G,R,直4,DOHC,1496,80,141,45,EAT,175/65R14,16.2,4.9,1596000 ,ワゴン＆２ボックス,raum_ov.jpg,raum_drv.jpg
NCZ20,FF,4045,1690,1535,2500,150,1150,5,ラウム,Gパッッケージ （4AT）,4G,R,直4,DOHC,1496,80,141,45,EAT,175/65R14,16.2,4.9,1772000 ,ワゴン＆２ボックス,raum_ov.jpg,raum_drv.jpg
NCZ20,FF,4045,1690,1535,2500,150,1150,5,ラウム,Sパッッケージ （4AT）,4G,R,直4,DOHC,1496,80,141,45,EAT,185/55R15,16.2,5.5,1806000 ,ワゴン＆２ボックス,raum_ov.jpg,raum_drv.jpg
NCZ25,4WD,4045,1690,1545,2500,140,1220,5,ラウム,Sパッッケージ 4WD （4AT）,4G,R,直4,DOHC,1496,77,138,45,EAT,175/65R14,15.0,4.9,1984500 ,ワゴン＆２ボックス,raum_ov.jpg,raum_drv.jpg
NZE151H,FF,4220,1760,1515,2600,140,1240,5,オーリス,150X （CVT）,4G,R,直4,DOHC,1496,81,140,50,EAT,195/65R15,17.6,5.2,1622250 ,ワゴン＆２ボックス,auris_ov.jpg,auris_drv.jpg
ZRE152H,FF,4220,1760,1515,2600,140,1260,5,オーリス,180G （CVT）,4G,R,直4,DOHC,1797,100,175,50,EAT,195/65R15,16.8,5.2,1916250 ,ワゴン＆２ボックス,auris_ov.jpg,auris_drv.jpg
NZE154H,4WD,4220,1760,1530,2600,140,1330,5,オーリス,150X 4WD （CVT）,4G,R,直4,DOHC,1496,77,135,50,EAT,195/65R15,15.4,5.2,1832250 ,ワゴン＆２ボックス,auris_ov.jpg,auris_drv.jpg
ZRE154H,4WD,4220,1760,1530,2600,140,1370,5,オーリス,180G 4WD （CVT）,4G,R,直4,DOHC,1797,94,166,50,EAT,195/65R15,14.4,5.2,2126250 ,ワゴン＆２ボックス,auris_ov.jpg,auris_drv.jpg
AZE156H,FF,4260,1760,1515,2600,140,1390,5,ブレイド,（CVT）,4G,R,直4,DOHC,2362,123,224,60,CVT,205/55R16,13.4,5.2,2247000 ,ワゴン＆２ボックス,blade_ov.jpg,blade_drv.jpg
AZE156H,FF,4260,1760,1515,2600,140,1400,5,ブレイド,G （CVT）,4G,R,直4,DOHC,2362,123,224,60,CVT,205/55R16,13.4,5.2,2562000 ,ワゴン＆２ボックス,blade_ov.jpg,blade_drv.jpg
AZE154H,4WD,4260,1760,1530,2600,140,1460,5,ブレイド,G 4WD （CVT）,4G,R,直4,DOHC,2362,123,224,60,CVT,205/55R16,12.8,5.2,2772000 ,ワゴン＆２ボックス,blade_ov.jpg,blade_drv.jpg
GRE156H,FF,4260,1760,1515,2600,135,1480,5,ブレイド,マスターG,4G,R,V6,DOHC,3456,206,344,60,EAT,225/45R17,10.2,5.5,3234000 ,ワゴン＆２ボックス,blade_ov.jpg,blade_drv.jpg
GRE156H,FF,4260,1760,1515,2600,135,1470,5,ブレイド,マスター,4G,R,V6,DOHC,3456,206,344,60,EAT,225/45R17,10.2,5.5,2772000 ,ワゴン＆２ボックス,blade_ov.jpg,blade_drv.jpg
NZE141G,FF,4410,1695,1480,2600,160,1170,5,カローラフィールダー,1.5X （5MT）,4G,R,直4,DOHC,1496,81,140,50,MT,195/65R15,17.2,5.1,1512000 ,ワゴン＆２ボックス,corolla_f_ov.jpg,corolla_f_drv.jpg
NZE141G,FF,4410,1695,1480,2600,160,1200,5,カローラフィールダー,1.5X （CVT）,4G,R,直4,DOHC,1496,81,140,50,CVT,195/65R15,18.0,5.1,1596000 ,ワゴン＆２ボックス,corolla_f_ov.jpg,corolla_f_drv.jpg
NZE142G,FF,4410,1695,1480,2600,160,1230,5,カローラフィールダー,1.8S （CVT）,4G,R,直4,DOHC,1797,100,175,50,CVT,195/55R16,16.8,5.1,1953000 ,ワゴン＆２ボックス,corolla_f_ov.jpg,corolla_f_drv.jpg
NZE144G,4WD,4410,1695,1490,2600,155,1310,5,カローラフィールダー,1.8S 4WD （CVT）,4G,R,直4,DOHC,1797,92,163,50,CVT,195/65R15,14.4,5.2,2131500 ,ワゴン＆２ボックス,corolla_f_ov.jpg,corolla_f_drv.jpg
ZNE151N,FF,4210,1760,1630,2600,135,1270,5,カローラルミオン,1.5X （CVT）,4G,R,直4,DOHC,1496,81,140,50,CVT,195/65R15,16.2,5.2,1680000 ,ワゴン＆２ボックス,corolla_r_ov.jpg,corolla_r_drv.jpg
ZNE151N,FF,4210,1760,1630,2600,135,1290,5,カローラルミオン,1.5G エアロツアラー （CVT）,4G,R,直4,DOHC,1496,81,140,50,CVT,195/65R15,16.2,5.2,1780000 ,ワゴン＆２ボックス,corolla_r_ov.jpg,corolla_r_drv.jpg
ZRE152N,FF,4215,1760,1630,2600,140,1320,5,カローラルミオン,1.8S エアロツアラー （CVT）,4G,R,直4,DOHC,1797,100,175,50,M-CVT,195/65R15,15.4,5.2,2100000 ,ワゴン＆２ボックス,corolla_r_ov.jpg,corolla_r_drv.jpg
ZRE154N,4WD,4210,1760,1640,2600,140,1400,5,カローラルミオン,1.8S 4WD （CVT）,4G,R,直4,DOHC,1797,94,166,50,M-CVT,195/65R15,14.4,5.2,2160000 ,ワゴン＆２ボックス,corolla_r_ov.jpg,corolla_r_drv.jpg
ZRE154N,4WD,4215,1760,1640,2600,140,1410,5,カローラルミオン,1.8S エアロツアラー 4WD （CVT）,4G,R,直4,DOHC,1797,94,166,50,M-CVT,195/65R15,14.4,5.2,2310000 ,ワゴン＆２ボックス,corolla_r_ov.jpg,corolla_r_drv.jpg
NCP58G,FF,4195,1695,1510,2550,155,1030,5,プロボックスワゴン,F （5MT）,4G,R,直4,DOHC,1496,80,141,50,MT,165/80R13,17.2,5.2,1252650 ,ワゴン＆２ボックス,probox_ov.jpg,probox_drv.jpg
NCP59G,4WD,4195,1695,1515,2550,155,1120,5,プロボックスワゴン,F 4WD （4AT）,4G,R,直4,DOHC,1496,77,138,50,EAT,165/80R13,14.0,5.2,1541400 ,ワゴン＆２ボックス,probox_ov.jpg,probox_drv.jpg
NCP58G,FF,4300,1695,1510,2550,155,1060,5,サクシードワゴン,TX （4AT）,4G,R,直4,DOHC,1496,80,141,50,EAT,165/80R13,16.4,5.2,1485750 ,ワゴン＆２ボックス,probox_ov.jpg,probox_drv.jpg
NCP59G,4WD,4300,1695,1515,2550,155,1140,5,サクシードワゴン,TX 4WD （4AT）,4G,R,直4,DOHC,1496,77,138,50,EAT,165/80R13,14.0,5.2,1695750 ,ワゴン＆２ボックス,probox_ov.jpg,probox_drv.jpg
NHW20,FF,4445,1725,1490,2700,145,1260,5,プリウス,S スタンダードパッケージ （CVT）,4G,R,直4 モータ,DOHC,1496,56,110,45,CVT,185/65R15,35.5,5.1,2268000 ,ワゴン＆２ボックス,prius_ov.jpg,prius_drv.jpg
NHW20,FF,4445,1725,1490,2700,145,1260,5,プリウス,S （CVT）,4G,R,直4 モータ,DOHC,1496,56,110,45,CVT,185/65R15,35.5,5.1,2310000 ,ワゴン＆２ボックス,prius_ov.jpg,prius_drv.jpg
NHW20,FF,4445,1725,1490,2700,145,1280,5,プリウス,G （CVT）,4G,R,直4 モータ,DOHC,1496,56,110,45,CVT,185/65R15,33.0,5.1,2625000 ,ワゴン＆２ボックス,prius_ov.jpg,prius_drv.jpg
NHW20,FF,4445,1725,1490,2700,145,1300,5,プリウス,G ツーリングセレクション （CVT）,4G,R,直4 モータ,DOHC,1496,56,110,45,CVT,185/65R15,30.0,5.1,2782500 ,ワゴン＆２ボックス,prius_ov.jpg,prius_drv.jpg
NCP81G,FF,4100,1695,1670,2700,140,1210,7,シエンタ,X （CVT）,4G,R,直4,DOHC,1496,81,141,42,CVT,175/70R14,18.6,5.2,1575000 ,ミニバン,sienta_ov.jpg,sienta_drv.jpg
NCP81G,FF,4100,1695,1670,2700,140,1220,7,シエンタ,X Sエディション （CVT）,4G,R,直4,DOHC,1496,81,141,42,CVT,175/70R14,18.6,5.2,1669500 ,ミニバン,sienta_ov.jpg,sienta_drv.jpg
NCP81G,FF,4100,1695,1680,2700,140,1220,7,シエンタ,G （CVT）,4G,R,直4,DOHC,1496,81,141,42,CVT,175/70R14,14.6,5.2,1764000 ,ミニバン,sienta_ov.jpg,sienta_drv.jpg
NCP85G,4WD,4100,1695,1680,2700,150,1320,7,シエンタ,G 4WD （CVT）,4G,R,直4,DOHC,1496,77,138,45,EAT,175/70R14,14.6,5.5,1963500 ,ミニバン,sienta_ov.jpg,sienta_drv.jpg
ZNE10G,FF,4560,1695,1590,2750,155,1300,7,ウィッシュ,1.8X （4AT）,4G,R,直4,DOHC,1794,97,170,60,EAT,195/65R15,14.4,5.3,1806000 ,ミニバン,wish_ov.jpg,wish_drv.jpg
ZNE10G,FF,4560,1695,1590,2750,155,1300,7,ウィッシュ,1.8X エアロスポーツパッケージ （4AT）,4G,R,直4,DOHC,1794,97,170,60,EAT,195/65R15,14.4,5.3,1995000 ,ミニバン,wish_ov.jpg,wish_drv.jpg
ANE10G,FF,4560,1695,1590,2750,155,1360,7,ウィッシュ,2.0G （4AT）,4G,R,直4,DOHC,1998,114,192,60,CVT,195/65R15,14.4,5.3,2079000 ,ミニバン,wish_ov.jpg,wish_drv.jpg
ANE11W,FF,4560,1745,1600,2750,170,1400,6,ウィッシュ,2.0Z （M-CVT）,4G,R,直4,DOHC,1998,114,192,60,M-CVT,215/50R17,13.2,5.4,2373000 ,ミニバン,wish_ov.jpg,wish_drv.jpg
ZNE14G,4WD,4560,1695,1600,2750,155,1400,7,ウィッシュ,1.8X 4WD （4AT）,4G,R,直4,DOHC,1794,92,161,60,EAT,195/65R15,12.8,5.5,2068000 ,ミニバン,wish_ov.jpg,wish_drv.jpg
ZNE14G,4WD,4560,1695,1600,2750,155,1400,7,ウィッシュ,1.8X エアロスポーツパッケージ 4WD （4AT）,4G,R,直4,DOHC,1794,92,161,60,EAT,195/65R15,12.8,5.5,2257500 ,ミニバン,wish_ov.jpg,wish_drv.jpg
ZNM10G,FF,4635,1695,1640,2785,160,1400,7,アイシス,1800 L Xセレクション （4AT）,4G,R,直4,DOHC,1794,97,170,60,EAT,195/65R15,14.4,5.4,1816500 ,ミニバン,isis_ov.jpg,isis_drv.jpg
ZNM10W,FF,4640,1710,1640,2785,160,1400,7,アイシス,1800 プラタナ （4AT）,4G,R,直4,DOHC,1794,97,170,60,EAT,195/65R15,14.4,5.4,2142000 ,ミニバン,isis_ov.jpg,isis_drv.jpg
ANM10G,FF,4635,1695,1640,2785,160,1470,7,アイシス,2000 G Uセレクション （CVT）,4G,R,直4,DOHC,1998,114,192,60,CVT,195/65R15,14.4,5.4,2562000 ,ミニバン,isis_ov.jpg,isis_drv.jpg
ANM10W,FF,4640,1710,1640,2785,160,1480,7,アイシス,2000 プラタナ Uセレクション （M-CVT）,4G,R,直4,DOHC,1998,114,192,60,M-CVT,205/55R16,14.0,5.4,2394000 ,ミニバン,isis_ov.jpg,isis_drv.jpg
ANM15G,4WD,4635,1695,1670,2785,155,1550,7,アイシス,2000 L 4WD （CVT）,4G,R,直4,DOHC,1998,114,192,60,CVT,195/65R15,12.6,5.5,2236000 ,ミニバン,isis_ov.jpg,isis_drv.jpg
ANM15G,4WD,4635,1695,1670,2785,155,1560,7,アイシス,2000 G Uセレクション 4WD （CVT）,4G,R,直4,DOHC,1998,114,192,60,CVT,195/65R15,12.6,5.5,2772000 ,ミニバン,isis_ov.jpg,isis_drv.jpg
ACM21W,FF,4690,1760,1660,2825,155,1490,7,イプサム,240i （4AT）,4G,R,直4,DOHC,2362,118,221,60,EAT,205/65R15,12.0,5.5,2257000 ,ミニバン,ipsum_ov.jpg,ipsum_drv.jpg
ACM21W,FF,4690,1760,1645,2825,140,1500,7,イプサム,240s （4AT）,4G,R,直4,DOHC,2362,118,221,60,EAT,215/50R17,12.0,5.5,2457000 ,ミニバン,ipsum_ov.jpg,ipsum_drv.jpg
ACM21W,FF,4690,1760,1660,2825,155,1500,7,イプサム,240u Gセレクション （4AT）,4G,R,直4,DOHC,2362,118,221,60,EAT,205/60R16,12.0,5.5,2772000 ,ミニバン,ipsum_ov.jpg,ipsum_drv.jpg
